dept,treatment,success,age_group,income
A_hard,1,0,young,44202.22272424383
A_hard,1,0,young,82131.27209396914
A_hard,1,0,middle,42078.596599039694
B_easy,0,1,young,68342.35297798636
A_hard,1,0,middle,54694.6415007953
A_hard,1,0,young,55971.02465577322
A_hard,1,1,young,49342.30898116878
A_hard,1,0,young,47907.61191615764
A_hard,1,0,middle,46505.014347556746
A_hard,1,0,middle,36360.0914664934
A_hard,1,0,old,49882.782042589024
A_hard,1,1,middle,75429.68756136888
A_hard,1,0,old,63160.228634453364
A_hard,1,0,middle,49558.77033336955
A_hard,1,1,young,57837.44697158985
A_hard,1,0,old,31962.361369040213
A_hard,1,0,young,41092.31768700422
A_hard,1,0,middle,59217.74766276083
A_hard,1,0,middle,67307.50790187287
A_hard,1,0,young,33437.00741856933
A_hard,1,0,middle,37746.17535865265
A_hard,1,0,young,77720.63690817804
B_easy,0,1,young,61443.91874653459
A_hard,1,0,young,72350.42959050568
A_hard,1,0,young,48102.85975913689
A_hard,1,0,young,48692.70423488153
A_hard,1,0,middle,40417.63668510154
A_hard,1,0,middle,59138.32712265343
B_easy,0,0,middle,80366.66325456
B_easy,0,1,middle,44474.966547886994
A_hard,1,0,young,39713.24171669345
A_hard,1,0,young,58726.17786561331
A_hard,1,0,middle,43056.770433235084
A_hard,1,0,old,37599.21797200185
A_hard,1,1,middle,60143.13230804103
A_hard,1,0,young,61551.79807068767
A_hard,1,0,middle,38255.36863991792
B_easy,0,0,old,63185.49791981919
A_hard,1,0,middle,26872.878061436506
A_hard,1,1,young,31567.786342819512
B_easy,0,1,young,61862.4784820007
A_hard,1,0,middle,45471.101813697656
A_hard,1,1,old,30496.858624040484
A_hard,1,0,middle,34260.39112911637
B_easy,0,1,young,44024.33445066661
A_hard,1,0,middle,51825.89785369816
A_hard,1,0,old,15485.4120496215
A_hard,1,0,middle,29826.341556597057
A_hard,1,0,old,17055.876782515184
A_hard,1,0,young,51285.30905786971
A_hard,1,0,young,17958.996749179478
A_hard,1,0,middle,45475.93797803311
A_hard,1,0,middle,69592.86023621135
B_easy,0,1,old,85101.50971906353
A_hard,1,0,middle,17911.386462317685
B_easy,0,1,young,64476.14402446434
A_hard,1,0,young,30165.430554293183
A_hard,1,0,middle,27102.959464346128
B_easy,1,1,young,58297.95068414889
B_easy,0,1,middle,78424.36735399687
A_hard,1,0,young,53994.883113305375
B_easy,0,0,young,49272.88607275679
A_hard,1,1,middle,55575.50996115003
A_hard,1,0,young,11344.37502177481
B_easy,0,0,middle,48705.813023501396
A_hard,1,1,middle,32641.62682948124
B_easy,0,1,middle,61174.810376083966
A_hard,1,0,middle,41957.580545100005
B_easy,0,1,middle,57877.933595701725
A_hard,1,0,old,42379.20704840792
A_hard,1,0,young,45336.1086148363
A_hard,1,0,young,53101.964504373354
A_hard,1,0,middle,47239.96539153574
A_hard,0,1,middle,40734.72275093162
A_hard,1,0,middle,51026.22419707173
A_hard,1,0,middle,57391.85315479146
A_hard,1,0,middle,36659.61163916056
A_hard,1,0,young,44108.95903990986
B_easy,1,1,middle,77428.5984456988
B_easy,0,1,young,43458.58984098965
B_easy,0,1,middle,87070.53294383915
A_hard,1,0,middle,24912.67537890637
B_easy,0,1,middle,54819.53083192895
A_hard,1,0,young,30747.150046859824
A_hard,1,1,old,77818.90495304065
A_hard,1,0,middle,37449.749567292725
A_hard,1,0,middle,37487.38265207201
A_hard,1,0,old,39438.76890090121
A_hard,1,0,middle,46434.042118409256
B_easy,0,1,middle,55073.373316432335
A_hard,1,0,young,43006.697930664006
A_hard,1,0,young,-7938.149295356066
B_easy,0,1,young,60857.39754002741
A_hard,1,1,young,45267.09932229967
A_hard,1,0,middle,60578.5319611859
B_easy,0,1,young,79635.91422419103
B_easy,1,1,middle,57184.379079123035
A_hard,1,0,young,57243.436225109326
A_hard,1,0,young,28476.468293327904
A_hard,1,0,old,56510.13514044157
A_hard,1,0,middle,36412.86301298135
A_hard,1,0,old,27229.53797804918
A_hard,1,0,middle,42216.169826939244
A_hard,1,0,young,66007.0867079667
B_easy,0,1,middle,62715.0830509627
A_hard,1,0,middle,67447.32221517569
A_hard,1,0,young,33769.00929276294
A_hard,1,0,old,60717.76656821984
B_easy,0,1,middle,50217.59944144582
A_hard,1,1,middle,48379.930072338044
A_hard,1,0,middle,48250.24242989122
A_hard,0,0,middle,54922.376008862586
A_hard,1,0,young,48761.109298669915
A_hard,1,0,old,33912.23193267274
B_easy,0,1,middle,73204.60428138846
A_hard,1,1,young,70974.84891488092
B_easy,0,1,young,51242.94866615823
B_easy,0,1,middle,32471.518853324516
A_hard,1,0,old,52489.79352530683
A_hard,1,0,old,40032.294089217765
A_hard,1,1,middle,43033.45716067055
B_easy,0,1,old,68342.66633596519
A_hard,1,0,middle,38154.11355261602
A_hard,1,0,young,40967.22042984493
A_hard,1,0,middle,43498.207245951206
B_easy,0,1,young,82046.30906977525
A_hard,1,0,young,45451.044061703724
A_hard,1,0,middle,26464.8962877756
A_hard,1,0,young,27061.82278288327
B_easy,0,1,old,62088.44882489402
A_hard,1,0,old,28058.579989635313
A_hard,1,0,young,21565.447696137588
B_easy,0,1,middle,69533.03986401016
B_easy,0,1,middle,70267.47604302966
A_hard,1,0,young,39477.9519915922
A_hard,1,1,young,49404.88936727564
B_easy,0,1,young,62821.82466293251
B_easy,0,1,young,69036.29078953629
A_hard,1,0,young,54071.24855909699
A_hard,1,0,young,5913.1711870916115
B_easy,0,1,young,56392.515622764084
B_easy,0,0,old,67768.562822672
B_easy,0,1,young,53843.15113441478
A_hard,1,1,young,45543.0395888974
A_hard,1,0,middle,56260.49972517116
B_easy,1,1,young,61213.87849878243
B_easy,0,1,middle,82618.79125852301
B_easy,0,1,young,76904.79378421682
A_hard,1,0,middle,43221.53770542849
A_hard,1,0,middle,42029.30743912832
B_easy,0,1,middle,17245.13842197953
A_hard,1,0,middle,40102.46704664211
B_easy,0,1,middle,39700.966609342104
A_hard,1,0,young,48318.44313000934
B_easy,0,1,young,62293.060666800026
B_easy,1,1,middle,70437.83634040167
A_hard,1,0,young,65950.05707922287
A_hard,1,0,young,44605.95855492047
A_hard,1,0,middle,79206.24467884793
A_hard,1,0,young,48486.77167829856
A_hard,1,0,young,25346.754094250507
A_hard,1,0,middle,36568.921873348205
B_easy,0,1,young,54408.79949538267
A_hard,1,0,old,53881.90726730068
A_hard,1,1,old,30791.251496560493
A_hard,1,1,old,40530.36175785906
A_hard,1,0,middle,42584.3957880587
A_hard,1,0,young,38278.187885166844
A_hard,1,0,middle,57171.230725195775
A_hard,1,1,middle,54619.820826980336
A_hard,1,0,middle,62498.50702655938
B_easy,0,1,young,55034.622283332006
A_hard,1,0,young,63037.91351471853
A_hard,1,0,young,24540.04371034431
B_easy,1,1,young,39174.235485152145
B_easy,0,1,young,41792.9747086318
A_hard,0,0,old,45138.175389481345
A_hard,1,0,young,63035.671748666326
A_hard,1,1,middle,35967.86879040555
A_hard,1,1,old,37849.59892553344
A_hard,1,0,young,41759.73067035994
A_hard,1,0,middle,53592.42185081482
A_hard,1,0,middle,37835.620449681395
A_hard,0,1,young,36998.74563125248
B_easy,0,1,middle,39819.071049634644
A_hard,1,0,old,36424.183332343186
A_hard,1,1,middle,62661.92629402998
A_hard,1,0,old,46363.89012717715
A_hard,1,0,old,33902.182346281275
A_hard,1,0,young,63542.15959093401
B_easy,0,1,middle,51221.79746909719
B_easy,0,1,middle,81299.33369223698
B_easy,0,1,middle,81054.1046685015
B_easy,0,0,middle,60840.17439562003
B_easy,0,1,middle,37521.75708942469
B_easy,0,1,old,94342.50923018632
A_hard,1,0,young,50809.14084396819
A_hard,1,0,middle,40141.694629191144
A_hard,1,1,young,59341.918721625836
A_hard,1,0,middle,55534.54180532021
A_hard,1,0,middle,64664.075248296605
B_easy,0,1,middle,50064.78316980156
A_hard,1,0,middle,49777.10119161588
A_hard,1,1,middle,27211.946546325948
A_hard,1,0,young,54995.01593611851
A_hard,1,0,young,44655.81945559219
A_hard,1,0,young,49215.13883230218
B_easy,0,1,old,57804.75414239295
A_hard,1,0,young,41235.16769117458
B_easy,0,1,old,46976.53238977929
A_hard,1,1,young,56856.4532202635
A_hard,1,0,middle,67345.56055112157
A_hard,1,1,middle,36649.97461634872
B_easy,0,1,middle,68303.10757456641
B_easy,0,1,middle,66482.75436990363
A_hard,1,0,middle,45121.46717023288
B_easy,0,1,old,37101.06399952925
A_hard,1,0,middle,25476.039733341113
B_easy,0,1,young,48285.27073272644
A_hard,1,0,young,12914.929146421026
A_hard,1,1,middle,66120.46094858422
B_easy,0,1,middle,65515.5484376957
A_hard,1,0,middle,44550.58427401317
A_hard,1,1,middle,12146.462710982574
A_hard,1,0,young,17641.937174693994
A_hard,1,1,middle,44964.879177195624
B_easy,0,1,middle,89557.34948225965
B_easy,0,1,middle,49520.337061903774
B_easy,0,1,middle,72956.97021618657
A_hard,1,0,old,37801.463884875586
A_hard,1,0,middle,45828.588889333
A_hard,1,0,old,63220.25773339397
A_hard,1,0,young,39810.72554750184
A_hard,1,1,middle,34648.426379218
B_easy,0,1,middle,81271.05831187146
B_easy,0,1,middle,60683.36731670393
B_easy,0,0,young,76368.07635879244
A_hard,1,0,middle,34721.2665992297
A_hard,1,0,young,66100.11313441464
A_hard,1,0,old,49104.40911801917
A_hard,1,0,young,51521.81439321988
A_hard,0,0,young,46974.43967143762
A_hard,1,0,middle,37417.87527005248
A_hard,1,0,young,44974.757842575425
B_easy,0,1,young,53361.146430159504
A_hard,1,0,middle,59393.19093967178
B_easy,0,1,middle,56954.14249397007
A_hard,1,0,young,22552.391583091507
A_hard,1,0,middle,19808.643975160743
A_hard,1,0,middle,19099.227715193632
A_hard,1,0,middle,54269.56136330912
A_hard,1,0,young,27727.435329398337
A_hard,1,0,young,49501.2866375785
B_easy,0,0,old,62048.6177623712
A_hard,1,0,middle,44029.371076353345
A_hard,1,0,young,51576.07805073554
A_hard,1,0,old,47374.553056357894
A_hard,1,0,young,4354.053858285748
A_hard,1,1,middle,40145.621387272644
A_hard,1,1,middle,51376.547010951464
B_easy,0,0,old,84604.24216132498
B_easy,0,1,old,85296.86424873746
B_easy,0,1,young,39552.74229622115
A_hard,1,0,middle,39754.12051030841
A_hard,1,0,young,21508.277794380032
B_easy,0,1,middle,82798.27612665124
A_hard,1,0,middle,60192.84312222826
A_hard,1,0,young,50258.81830294762
A_hard,1,1,young,47491.422918903154
B_easy,0,1,young,80709.46650524212
A_hard,1,0,young,63169.877921402076
B_easy,0,0,young,77370.67044984181
B_easy,0,1,old,66850.1978967339
A_hard,1,0,middle,39761.57550728756
B_easy,0,1,middle,71506.87248026337
A_hard,1,0,old,57240.62857882672
A_hard,1,0,middle,42140.4379561206
A_hard,1,0,young,39731.26621748638
B_easy,1,1,old,76999.69904337314
A_hard,1,0,middle,69961.74163154411
A_hard,1,0,middle,33759.063286278506
A_hard,1,0,old,41049.349868280384
A_hard,1,1,middle,50263.99614682047
A_hard,1,0,middle,52298.98496622916
A_hard,1,0,old,37164.50461138059
A_hard,1,0,middle,73252.80945516066
B_easy,1,1,old,66331.42898317757
A_hard,1,0,young,52970.75112705829
B_easy,0,1,young,86383.26122267632
A_hard,1,0,middle,38264.07562133115
A_hard,1,0,young,43673.52185336583
A_hard,1,0,old,26200.16656467557
A_hard,1,0,young,42414.74291619633
B_easy,0,1,middle,37666.087140969554
A_hard,1,0,young,56217.74031289758
A_hard,1,0,old,51299.95125104988
A_hard,1,0,young,40843.9603944219
B_easy,0,1,young,58493.64438273228
A_hard,1,0,young,56421.996227834854
A_hard,1,0,middle,27963.058696651526
B_easy,0,0,old,63062.51801178785
B_easy,0,1,old,70492.64709688118
B_easy,0,0,young,33265.88883889138
A_hard,1,0,middle,55274.070085530286
A_hard,1,0,young,19889.063051076497
A_hard,1,0,middle,43236.08274222701
B_easy,0,1,middle,42549.1334385716
A_hard,1,0,young,66468.69868935022
B_easy,0,1,middle,42643.18418771478
A_hard,1,0,old,20247.15162051926
A_hard,1,0,young,47000.28212394474
B_easy,0,0,young,53794.45529968766
A_hard,1,0,young,22430.921570041002
B_easy,0,1,young,67887.22798732274
A_hard,0,0,young,15127.51406325481
A_hard,1,0,middle,29456.385411253126
A_hard,1,1,young,36371.72594368823
A_hard,1,0,middle,57033.335882327105
A_hard,1,1,old,64432.02550519728
A_hard,1,1,old,61541.73370991359
A_hard,1,0,middle,42700.89314306651
A_hard,1,0,young,8590.376328072656
A_hard,1,0,young,50862.795318278375
A_hard,1,0,young,67058.6060883692
A_hard,1,0,old,63506.856117203526
A_hard,1,1,old,51944.2351461558
A_hard,1,0,young,27157.45853492321
B_easy,0,1,young,52120.394945573775
B_easy,0,1,middle,89007.21598118512
A_hard,1,1,young,23749.056980037993
A_hard,1,0,old,27782.381577744214
A_hard,1,0,young,59138.273267479264
A_hard,1,0,young,38532.61132791708
A_hard,1,0,middle,27273.673166930672
A_hard,1,1,young,67919.56768084524
A_hard,1,0,young,51915.8396721771
B_easy,0,1,old,54272.98253434233
A_hard,1,0,young,27813.37746150727
A_hard,1,0,middle,75711.09845789906
B_easy,0,1,middle,59633.222718800884
B_easy,0,1,young,80959.9209370424
A_hard,1,0,young,58404.5031691416
A_hard,1,0,young,37186.47657505149
A_hard,1,0,young,37305.88327515328
A_hard,1,1,young,66694.7234690088
B_easy,0,1,old,81937.75998929967
A_hard,1,0,middle,16846.260358188985
A_hard,1,0,old,53246.70391473288
A_hard,1,0,middle,43181.777929145705
A_hard,1,0,middle,29500.15255592241
B_easy,0,1,middle,63926.19142075796
A_hard,0,0,young,24756.048135204084
A_hard,1,0,young,38003.1696803085
B_easy,0,1,middle,48022.89400845049
B_easy,0,0,middle,52503.13103766002
A_hard,1,0,middle,43927.82259507014
A_hard,1,0,young,29766.5000714177
A_hard,1,0,old,68597.68543309947
A_hard,1,0,young,52399.24850091188
A_hard,1,0,old,71918.44542573082
A_hard,1,0,old,42598.800463829706
B_easy,0,1,old,51768.150565543365
B_easy,0,1,middle,86376.23421739542
B_easy,0,1,young,51329.10390189022
B_easy,0,0,middle,57325.61967016313
B_easy,1,1,middle,70800.71115745972
B_easy,0,1,middle,41434.11287554083
B_easy,0,1,young,70669.42027190475
A_hard,1,1,young,53750.20599246904
A_hard,1,0,young,64039.879770567495
A_hard,1,0,middle,58350.667545152115
A_hard,1,1,middle,64499.67529316357
A_hard,1,0,old,43343.67149237385
A_hard,0,0,middle,32059.94521939409
A_hard,1,1,middle,76649.78121125043
A_hard,1,0,young,22099.565767170498
A_hard,1,0,middle,23602.303816892883
B_easy,1,1,young,68476.92060763246
B_easy,0,1,young,84374.79072266025
A_hard,1,1,young,47843.26268871248
A_hard,1,0,young,59989.55549553309
A_hard,1,0,young,15062.959087920623
B_easy,0,1,middle,52506.82556728294
B_easy,0,1,young,31890.78289285111
A_hard,1,1,young,56706.1643734299
B_easy,0,1,young,36791.53010116478
A_hard,1,0,middle,25832.71730951029
A_hard,1,0,middle,52710.37807442104
B_easy,1,1,young,75927.36528026595
A_hard,1,1,young,42615.478376561754
A_hard,1,0,old,53552.587561627646
A_hard,1,0,middle,53066.82250309638
A_hard,1,1,middle,41768.59710836292
B_easy,0,0,middle,43579.41775670627
B_easy,0,1,old,68473.37110326963
A_hard,1,1,old,54196.43536162624
A_hard,1,0,young,58410.36604635388
B_easy,0,1,middle,64680.99636118346
A_hard,1,0,young,27472.501297810104
B_easy,0,1,middle,70355.1024205377
A_hard,1,0,young,44979.283796574884
A_hard,1,0,young,37758.938335149855
B_easy,0,1,old,55580.462442094315
A_hard,1,0,old,34646.142324144304
A_hard,1,0,young,58332.656682816436
A_hard,1,0,old,23728.278996299694
A_hard,1,0,young,30097.710977903727
A_hard,1,0,middle,40068.40672992458
A_hard,1,1,old,69206.262723585
B_easy,0,0,young,75814.20823639273
B_easy,0,1,middle,35387.38795129162
A_hard,1,0,middle,65270.20633128729
A_hard,1,0,young,65241.30325475526
B_easy,0,1,middle,42389.87510966035
B_easy,0,0,young,22178.125941053324
A_hard,1,0,middle,43916.675664791364
A_hard,1,0,young,61836.36613949733
A_hard,1,0,young,68868.92954700303
A_hard,1,0,middle,31937.591034581244
A_hard,1,1,young,71279.68656994448
A_hard,1,0,middle,11581.014062749484
B_easy,1,1,middle,54479.24079256068
B_easy,0,1,middle,53741.83996176379
B_easy,1,0,young,77285.05537386454
A_hard,1,0,old,64474.5369890967
A_hard,1,1,middle,59313.354831500925
B_easy,0,0,young,39741.74926881158
B_easy,0,1,middle,72939.28547698383
A_hard,1,1,middle,52635.62952890238
B_easy,0,1,middle,34931.48422080614
A_hard,1,0,middle,13994.792567974695
B_easy,0,1,middle,75569.83935031164
A_hard,1,0,old,42298.51048531133
A_hard,1,0,middle,25722.26861317687
A_hard,1,0,old,41877.42106936847
A_hard,1,0,middle,50460.61621669804
A_hard,1,0,old,43757.23309998679
A_hard,1,0,old,21720.207703108706
A_hard,1,0,young,73283.35355346165
B_easy,0,1,young,75063.26953481838
A_hard,0,1,middle,39969.33822489799
A_hard,0,1,middle,40573.58016146569
B_easy,0,1,middle,65392.31092069764
A_hard,1,0,middle,28055.679063895026
A_hard,1,0,old,49840.14654805453
B_easy,0,1,middle,40039.01344708852
B_easy,0,1,middle,58941.98674732251
A_hard,1,0,young,27471.42750214712
B_easy,0,1,middle,43228.74026509928
A_hard,1,0,young,69685.83920427314
A_hard,0,0,middle,45888.38841426831
B_easy,0,1,middle,63111.097281017515
A_hard,1,1,middle,14829.302083780156
B_easy,0,1,middle,51044.97362218428
A_hard,1,0,young,51918.18178056521
B_easy,0,1,young,62912.04398921257
A_hard,1,0,young,12689.552679694418
A_hard,1,0,old,48107.06874985622
A_hard,1,0,old,50498.38205324534
A_hard,1,0,young,64256.42997298049
B_easy,0,1,young,50171.53321592486
A_hard,1,0,middle,11368.969197964936
A_hard,1,0,middle,30048.43872292267
A_hard,1,0,young,28544.024416971646
A_hard,1,0,young,56050.63316669961
B_easy,0,0,middle,19248.95117407023
A_hard,1,0,young,38274.65309891067
B_easy,0,1,young,81386.93210365882
A_hard,1,1,young,45108.18694250452
A_hard,1,0,middle,58444.752242646355
A_hard,1,0,middle,20373.024996733686
A_hard,1,0,young,20970.15730190516
B_easy,0,1,middle,81558.63686767852
B_easy,0,1,middle,61518.2304863588
B_easy,0,0,middle,61549.115433137165
A_hard,1,1,old,28227.707578395057
A_hard,1,0,young,46511.725934253474
A_hard,1,0,old,27810.936474898554
A_hard,1,1,middle,62803.05673358476
B_easy,0,1,middle,100917.46064802256
A_hard,1,0,young,52259.11580497994
A_hard,1,0,young,35475.804218076846
B_easy,0,1,young,21995.125042580126
B_easy,0,1,old,34733.03828186488
A_hard,1,0,middle,68322.92746540703
A_hard,1,0,middle,29562.122350933903
A_hard,1,0,middle,39437.476774702314
A_hard,1,1,young,54829.889618687674
A_hard,1,0,young,67234.34699042689
A_hard,1,0,middle,42006.19618254243
B_easy,0,1,middle,53929.99695500948
B_easy,0,1,middle,61074.31542766026
A_hard,1,1,middle,35585.43275041174
A_hard,1,1,middle,36392.71195060568
A_hard,1,0,old,51178.2017630081
A_hard,1,0,young,47779.3727675173
A_hard,1,0,middle,76974.07959837875
A_hard,1,0,middle,51582.732249531444
A_hard,1,0,young,62267.183221407424
A_hard,1,0,young,28930.72234915303
A_hard,1,0,young,52877.35935045407
A_hard,1,0,young,34155.27980098411
B_easy,0,1,middle,65931.79894944836
A_hard,1,0,young,55327.718971722614
A_hard,1,0,middle,45748.03266002211
B_easy,0,1,young,96109.8858221219
A_hard,1,0,young,66419.69653662678
A_hard,1,0,young,62658.679992436446
B_easy,0,1,young,71464.29288555021
A_hard,1,0,old,71450.41226595067
A_hard,1,1,young,23445.46053796176
A_hard,1,1,young,65554.24676985864
A_hard,1,0,young,30131.335320007158
A_hard,1,0,young,36534.913213999054
A_hard,1,0,middle,53420.88666092502
A_hard,1,0,middle,63498.30248266086
A_hard,0,0,young,27696.35052477057
A_hard,1,0,middle,37311.826834834035
A_hard,1,0,middle,46462.981087519656
A_hard,1,0,old,42204.50992956429
B_easy,0,1,middle,72810.48091852781
A_hard,1,0,young,96538.9142397678
A_hard,1,0,middle,51289.8106278882
A_hard,1,0,old,33972.05342756526
A_hard,1,0,middle,25552.375040415067
A_hard,1,0,old,40121.19129621592
A_hard,1,0,old,30896.251709568147
A_hard,1,0,young,52013.24687963135
B_easy,0,1,middle,66780.3245367634
B_easy,1,1,middle,53052.47693212565
A_hard,1,0,middle,74774.32520675674
A_hard,1,0,middle,33968.29021140159
A_hard,1,0,old,43208.533981527384
A_hard,1,1,middle,54587.439988347265
A_hard,1,1,middle,58380.823406547424
B_easy,0,0,young,79163.64782314799
B_easy,0,1,middle,66427.44718489858
B_easy,0,1,old,75763.69051181995
A_hard,1,0,middle,35023.37741958091
B_easy,0,1,young,73771.22940525573
A_hard,1,0,old,58570.93725234599
A_hard,1,0,old,67693.30012130304
A_hard,1,0,middle,19973.460116571863
B_easy,0,0,young,46392.25326598399
A_hard,1,0,middle,57347.11454050953
B_easy,0,1,young,20229.532801779045
A_hard,1,0,young,52380.09260682525
B_easy,0,0,middle,75897.0663739705
A_hard,0,1,old,36354.3712867434
A_hard,1,0,young,38547.14999832132
B_easy,1,0,old,43887.93979140144
A_hard,1,1,old,37176.79320402895
A_hard,1,1,young,37611.47247057364
A_hard,1,1,young,34757.38088301718
A_hard,1,0,middle,33934.82733323255
A_hard,1,1,middle,40934.9282266741
A_hard,1,0,young,40753.43526515818
A_hard,1,0,middle,73111.97849791584
B_easy,0,1,middle,54087.22285324485
A_hard,1,0,middle,50162.25324287788
A_hard,1,1,middle,36346.75550285548
A_hard,1,0,young,36156.06336237815
A_hard,1,1,young,19434.441934010665
A_hard,1,0,young,21429.5062828336
B_easy,0,1,old,41895.025805205005
B_easy,1,1,old,62755.452521401065
A_hard,1,1,middle,61142.60482926878
A_hard,1,0,young,18200.032096567233
A_hard,1,0,middle,36763.84797976774
A_hard,1,0,young,24496.639359744775
A_hard,1,0,young,41035.84358799675
A_hard,1,0,young,61136.54240560725
A_hard,1,1,old,38296.76397588037
A_hard,1,0,young,44287.24541700455
A_hard,1,1,middle,66828.42594588471
A_hard,1,0,old,51868.51395761864
A_hard,1,1,middle,33598.62216274797
A_hard,1,0,young,47383.729287535876
B_easy,0,1,old,47586.764828965635
A_hard,1,0,middle,51307.23019104
A_hard,1,0,middle,52730.10231109139
A_hard,1,0,middle,24492.604492523213
B_easy,0,1,old,62627.241260786606
A_hard,0,0,middle,43236.401130061204
B_easy,0,1,middle,68170.16095758168
B_easy,0,1,middle,72470.205765287
A_hard,1,1,young,52161.744061869074
A_hard,1,0,middle,40452.09969930371
A_hard,1,0,young,58999.950312960005
B_easy,0,1,young,46904.05835534623
A_hard,1,0,young,25192.170099457508
B_easy,0,1,young,12070.699731587993
A_hard,1,0,middle,43947.88572394267
A_hard,1,0,middle,32676.803407598476
A_hard,1,0,young,50966.31714113026
A_hard,1,0,young,15431.589089334484
A_hard,1,0,old,35292.321736507496
A_hard,1,1,old,52054.04858796728
B_easy,0,1,middle,44552.45780476529
B_easy,0,1,young,66138.85122919292
A_hard,1,0,young,36644.66107397939
A_hard,1,0,young,44507.875353300034
A_hard,1,1,young,53927.37009625283
B_easy,0,1,old,74291.9553467297
A_hard,1,0,middle,46387.386169809106
B_easy,0,1,young,47789.84557681883
A_hard,1,0,old,38129.41706430525
A_hard,1,1,middle,54554.330446304375
A_hard,1,0,young,29681.196247760898
A_hard,1,0,middle,42329.00105039692
B_easy,0,1,young,54211.73852457788
A_hard,1,0,old,43449.57325021553
A_hard,1,0,young,29860.762061259346
B_easy,0,1,middle,32220.834716818325
B_easy,0,1,young,67811.13923939466
B_easy,0,1,old,74461.97135232973
A_hard,1,0,middle,18117.375637527653
A_hard,1,0,middle,50533.89241389324
B_easy,0,1,young,76247.74372267765
A_hard,1,0,old,53938.665701434846
A_hard,1,0,middle,38749.947319859006
B_easy,0,1,young,45847.55445373863
A_hard,1,1,old,46214.671190249835
A_hard,1,0,young,48716.77588270321
B_easy,0,1,young,61437.11266733848
A_hard,1,0,middle,42297.98054823651
A_hard,1,0,young,28760.224138158635
A_hard,1,0,middle,51340.32436963278
A_hard,1,0,young,52062.81741620286
A_hard,1,0,young,48012.33188192508
B_easy,0,0,young,61664.90467606886
B_easy,1,1,young,85188.74231619158
A_hard,1,0,old,35634.318231399055
A_hard,1,0,middle,64221.52646184983
B_easy,0,0,middle,48989.63296167244
A_hard,1,1,young,61634.25859434642
A_hard,1,0,middle,63500.51325120815
A_hard,1,0,young,40604.23194897176
A_hard,1,0,young,69914.4458109125
A_hard,1,1,middle,52035.538301191336
A_hard,1,0,middle,31840.913382891486
A_hard,1,0,middle,39387.651084161866
A_hard,1,0,old,61991.43459159977
A_hard,1,1,old,58845.970528149744
A_hard,1,1,young,29129.39397931064
A_hard,1,1,young,42911.14031714254
A_hard,1,0,young,48052.84474164768
A_hard,1,1,middle,37385.93116386587
A_hard,1,1,old,80366.99585062079
A_hard,1,0,old,48504.95615107988
A_hard,1,0,young,44072.81713645426
B_easy,0,0,old,77862.76566387135
A_hard,1,0,middle,39521.79697741748
B_easy,0,1,old,75111.41415925985
B_easy,0,1,middle,34984.01406625523
A_hard,1,0,young,38195.189306316504
A_hard,1,0,young,60736.0562756587
B_easy,0,1,old,83552.96580884507
A_hard,1,0,middle,33400.564304910105
A_hard,0,0,young,31652.675456720273
A_hard,1,0,young,53511.696455556885
A_hard,1,0,young,35654.49157623431
A_hard,1,1,old,40971.33123366909
B_easy,0,1,young,73146.07537105736
B_easy,1,1,young,51838.46727578982
A_hard,1,1,middle,15518.613726964715
B_easy,0,1,middle,40483.73346591178
A_hard,1,0,young,45149.333785804214
B_easy,0,1,young,32048.65277290673
A_hard,1,1,young,40542.59374054019
B_easy,0,1,young,39118.55225634012
B_easy,1,1,young,84599.08510298398
A_hard,1,1,young,77477.1389214851
A_hard,1,0,middle,29127.04346486897
B_easy,0,1,old,63851.38020056877
A_hard,1,0,old,30593.944020047216
A_hard,1,0,young,40360.26596918233
B_easy,0,1,young,87052.03991933708
A_hard,1,0,old,37999.67178410272
A_hard,1,0,middle,40709.4380664433
A_hard,1,0,middle,30862.06099158455
A_hard,1,0,young,62192.840664972944
B_easy,0,1,young,11050.999462139596
A_hard,1,0,middle,38358.04017702569
A_hard,1,0,middle,44311.70858796812
A_hard,1,0,young,35083.840052236286
B_easy,0,1,old,72953.18261596751
A_hard,1,0,middle,63030.40925955711
B_easy,0,1,middle,38819.407306807276
B_easy,0,1,young,91402.29980656206
B_easy,0,1,middle,38651.117634697264
B_easy,0,1,middle,79329.46022513762
B_easy,0,1,young,62247.415478035415
B_easy,0,1,middle,52444.48354329278
A_hard,1,0,middle,38859.49605486246
B_easy,0,1,old,59497.308140095294
A_hard,1,0,young,48126.26792795673
A_hard,1,1,old,31197.68472942712
B_easy,0,1,middle,56490.900634824146
B_easy,0,1,young,48439.90765608608
B_easy,0,1,young,41774.25709389191
A_hard,1,0,young,32740.324463131547
A_hard,1,1,young,27750.380509568407
A_hard,1,0,middle,38697.67630874222
A_hard,1,1,middle,51487.12358202623
A_hard,1,0,young,46810.655312669434
A_hard,1,1,old,74615.17164990975
A_hard,1,1,young,11843.204794201243
B_easy,0,0,middle,67040.11449321284
A_hard,1,0,old,45096.303577865285
B_easy,0,1,old,72235.0551355795
A_hard,1,0,middle,55746.97806465613
A_hard,0,0,middle,42525.12374797234
A_hard,1,0,young,47589.769272851336
A_hard,1,0,young,33838.96180622273
B_easy,0,1,middle,69205.1996903168
A_hard,1,1,young,16816.859218159483
A_hard,1,0,young,56652.39657973976
B_easy,0,0,young,59652.39833645835
B_easy,0,1,old,52694.069432533666
